distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
10000,New South Wales,true,180,"If you long for a challenging walk to clear the head and work the body, the Curra Moors loop track through the eastern section of Royal National Park is just the ticket. The bush meets the sea with dramatic sandstone cliffs and spectacular coastal views, so there are plenty of scenic views.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/curra-moors,Curra Moors,,,,,,,,,,
5800,New South Wales,true,90,"This short walk will take you to Cudgen Headland and South Kingscliff, this goes along beaches and Cudgen Creek.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/cudgen-creek-estuary,Cudgen Creek Estuary,Swimming,Picnic Facilities,BBQ,Toilets,Dogs Permitted,Coastal,,,,
3000,New South Wales,true,90,"The walk to Crystal Shower Falls might be one of the shortest waterfall walks, but it is also one of the most intriguing because you can go behind the waterfall itself. Lush rainforest towers above you on the walk to the falls and you might hear the call of rainforest birds like fruit doves.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/crystal-shower-falls-walk,Crystal Shower Falls Walk,,,,,,,,,,
3000,New South Wales,true,60,"On this walk, you will circumnavigate Cremorne Point along the harbour-side paths, winding through gardens and sections of native bushland. The extra time for the side trip to Robertsons Point Lookout is well rewarded and in the warmer months, why not bring your swimmers and enjoy a dip at Maccallum Pool. There are places for the kids to play, grand houses and great harbour views to enjoy. A great walk for people wanting to stretch their legs and enjoy Sydney Harbour.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/cremorne-point-foreshore-walk,Cremorne Point Foreshore Walk,Lookouts,Public Transport,Dogs Permitted,Coastal,,,,,,
6000,New South Wales,false,150,"This walk follows the Lane Cove River northside, this walk mostly follows a section of the Great North Walk. Things to lookout for include Fiddens Wharf, Baker's Cottage, Blue Hole and Sandstone Caves.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/de-burghs-bridge-to-fullers-bridge,De Burghs Bridge to Fullers Bridge,,,,,,,,,,
2200,New South Wales,true,60,A short and easy walk to Echo Point (not to be confused with the one in Katoomba).,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/echo-point-lawson-hazelbrook-,Echo Point (Lawson / Hazelbrook),,,,,,,,,,
5300,New South Wales,true,135,"The Empire Pass Track was constructed in the early 1900s, and improved and opened on Empire Day, 1913, hence the name. It passes through a beautiful gully of temperate rainforest and visits several delightful waterfalls in the North Lawson area.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/empire-pass-circuit,Empire Pass Circuit,,,,,,,,,,
700,New South Wales,false,10,A walk to a lookout over Ellenborough Falls - the second highest in Australia and in fact the Southern Hemisphere at 200m. The highest is Wallarman Falls west of Ingham in North Queensland.,Easy,nsw,true,https://www.aussiebushwalking.com/nsw/ellenborough-falls-the-knoll,Ellenborough Falls - The Knoll,Waterfalls,Lookouts,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,,
200,New South Wales,true,10,"A brilliant introduction to the wonders of Blue Mountains National Park, Evans lookout offers breathtaking views over Grose Valley. Located near Blackheath, itâ€™s a perfect day trip from Sydney, and a great base for adventurous bushwalkers who want to get amongst it.",Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/evans-lookout,Evans Lookout,Lookouts,Picnic Facilities,No Dogs Permitted,,,,,,,
1000,New South Wales,true,40,A walk to the base of Ellenborough Falls - the second highest in Australia and in fact the Southern Hemisphere at 200m. The highest is Wallarman Falls west of Ingham in North Queensland.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/ellenborough-falls-base-of-falls,Ellenborough Falls - Base of Falls,Waterfalls,Lookouts,Swimming,Picnic Facilities,BBQ,Toilets,Rainforest,,,
4200,New South Wales,false,150,"For a memorable day out in famous Blue Mountains National Park that takes in renowned views, try the easy walking track from Echo Point lookout to Scenic World via Giant Stairway. Pack a picnic and round up the family for a day of magnificent sights, fresh mountain air and unique history on this iconic walk.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/echo-point-to-scenic-world-via-giant-stairway,Echo Point to Scenic World via Giant Stairway,,,,,,,,,,
6000,New South Wales,true,150,"The walk follows an historic road past rock formations to a rocky platform above the Hawkesbury River, with outstanding views.",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/deerubbin-lookover,Deerubbin Lookover,,,,,,,,,,
100000,New South Wales,true,10,A short walk to a nice lookout,Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/echo-point-lookout-bundanoon-,Echo Point Lookout (Bundanoon),Lookouts,Bird Watching,,,,,,,,
null,New South Wales,false,null,A very short walk to a very spectacular lookout of surrounding area.,Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/echo-point-lookout,Echo Point Lookout,Lookouts,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,,,,,
9000,New South Wales,false,150,"Pass Chaelundi Falls.  The first 6 km of the track is easy-medium. Much of the track is grass but isn't too hard to distinguish. Much of this area consists of tall gum trees etc. with blade grass below. The area is regularly maintained with controlled burning. Making the grass nice and fresh. The 9 km includes walking the last three km to the rest area continuing on the escarpment track. However the rest area can also be reached via Jordan's Trail which you have to cross.  This trail is 1 km shorter to the rest area. The final three km of the escarpment track is rougher. There is evidence of echidnas raiding ant nests in many places along the track.  Also leaves from the surrounding she oaks and sticks covering the track leaving the track quite loose in many sections. Walking the track in this direction includes much of the track being an uphill grade - particularly the last two or three km. You can return via the road which adds another 5 km to the track, or via Jordan's Trail, until you reach the escarpment track again, and then turn right to get back to camp. This walk would be a total of 17km and takes approximately four hours.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/escarpment-walking-track,Escarpment Walking Track,,,,,,,,,,
1000,New South Wales,true,30,"The Fairfax walk offers superb views and an enjoyable, gentle walk. This short paved track starts at the end of North Head Scenic Drive and then loops around the top of North Head.",Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/fairfax-walk,Fairfax Walk,,,,,,,,,,
3000,New South Wales,true,90,"In North Lawson Park, on the northern side of the highway, contains Fairy Falls, St Michael's Falls and Frederica Falls. Of medium difficulty it takes in waterfalls, lush vegetation, birdlife, natural ponds, views and facilities.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/frederica-falls-track,Frederica Falls Track,,,,,,,,,,
5000,New South Wales,true,150,It is the site of a former flying fox cablecar which lifted valuable timber from the valley to be transported by road and rail systems.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/flying-fox-pass,Flying Fox Pass,,,,,,,,,,
14000,New South Wales,false,300,"If you want to stretch your legs and take in some of the best views of the region, you canâ€™t miss this - a bushwalk of the highest calibre.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/forest-walk-to-sublime-point-track,Forest Walk to Sublime Point Track,Lookouts,Public Transport,Coastal,,,,,,,
1000,New South Wales,true,30,Great Views of Cook Island and Giants Causeway,Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/fingal-head-lighthouse-walk,Fingal Head Lighthouse Walk,,,,,,,,,,
600,New South Wales,true,15,"This short walk leads to a moist, rocky haven â€“ home to some gigantic king ferns and other moisture-loving plants.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/fern-glen-track,Fern Glen Track,No Dogs Permitted,,,,,,,,,
650,New South Wales,true,30,Falcorostrum loop walking track winds its way through one of the largest stands of beech in Border Ranges National Park.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/falcorostrum-loop-walking-track-border-ranges-national-park,Falcorostrum loop walking track - Border Ranges National Park,,,,,,,,,,
2500,New South Wales,true,90,This walk will take you to top viewing platform of the falls and below.  The way down is a bit steep in areas but well worth the effort.  Once you reach the base of the falls you will be rewarded with lush green area with water flowing over the cliffs and into the rock pool.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/fairy-bower-falls-walk,Fairy Bower Falls Walk,Waterfalls,Lookouts,Swimming,Rainforest,,,,,,
2250,New South Wales,true,45,"This short, steep walk through woodland, heath and rainforest leads to a mine that was open from the 1860s to 1915.  The metre thick coal seam was of poor quality and only used for goods engines.  For safety reasons, fencing prevents entry to the mine. This walk can also be undertaken from the Erith Coal Mine car park off Echo Point Road.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/erith-coal-mine-track,Erith Coal Mine Track,Waterfalls,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,,,,,
13800,New South Wales,false,300,"Starting from the grand views of Flat Rock Lookout high on the range, you will walk down into the Congewai Valley below. On the first section of this walk, you will explore a little used dirt road to the Congewai Communication Tower. From here you follow a series of tracks that wind down, steeply in places, through the tall open forest with a scattering of grass trees to the bottom of the range. Now the walk guides you through open farmland before following Congewai Road along main valley to the trackhead near Brown Muir Farm.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/flat-rock-to-congewai-valley-east-track-head-gnw-,Flat Rock to Congewai Valley East Track Head (GNW),,,,,,,,,,
750,New South Wales,true,20,"One of North Sydney's most delightful and significant areas of harbourside bushland. The small, almost circular island is linked to the mainland by a wide grassed causeway. There are excellent views of the harbour and city from this picturesque reserve.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/gadyan-track,Gadyan Track,Public Transport,Coastal,,,,,,,,
2000,New South Wales,true,45,"A short walk with three waterfalls: Dantes Glen, St Michaels Falls and Fairy Falls.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/fairy-falls-and-dantes-glen,Fairy Falls and Dantes Glen,,,,,,,,,,
2000,New South Wales,true,90,"Glow worms can only be seen after dark, and a torch (or two) is essential. It is easiest when each person has a torch. Where shoes suitable for slippery mossy rocks.Please be quiet and turn your torches off when you reach the actual glen, as the glow worms can be harmed by bright light.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/glow-worm-glen-walk,Glow Worm Glen Walk,No Dogs Permitted,,,,,,,,,
2500,New South Wales,true,60,A track following the eastern side of the Gloucester River through dry rain forest.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/gloucester-river-track,Gloucester River Track,Swimming,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,,,
2000,New South Wales,true,60,A lovely easy walk in the Dirawong Reserve (Dirawong is the aborigine word for goanna) for all the family along the sandy pathways and through the low coastal scrub to great views from the headland.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/goanna-headland,Goanna Headland,,,,,,,,,,
